user_id,item_id
3291,7317
3301,6236
3303,8342
3305,6899
3306,9549
1321,8136
3307,8002
3308,9960
3309,9242
3310,9194
3276,7359
3312,9522
3315,9508
2683,7946
3317,8063
3324,8182
1905,8077
3318,9347
3320,9111
3326,6896
3328,9633
3327,9353
3329,8536
3299,6848
294,8746
3331,8136
3175,9473
3334,9841
3336,4298
1112,8391
3337,9431
2033,5719
3330,8342
3340,2099
3295,8136
3344,7321
3345,5227
3341,9606
2354,5890
3346,7086
3350,8016
2872,9815
3352,9621
3353,9842
3351,7359
396,9807
3355,8714
3357,9879
2679,8837
3359,6705
3176,8998
3362,8694
3364,9602
3366,9949
3367,8373
3368,4414
3370,8711
3373,7743
3374,9262
3371,6290
3376,9769
836,7998
3319,7385
3384,9469
3385,9196
3388,9541
2447,8760
3391,5508
3392,8080
3393,7134
3382,7655
3383,9706
2148,9284
3400,8409
3396,9903
3390,4764
3379,9981
2370,6542
3290,7143
2138,8498
3402,6343
2461,9769
3406,9581
3408,9288
3409,6030
3410,8269
3411,8017
3405,9422
3412,9327
3125,7368
3363,7771
2459,8952
3420,9579
1714,9336
3423,7372
3424,9161
3422,9602
3419,8757
3427,9914
3429,8342
3358,8335
3432,8757
3435,8627
3443,9220
3433,7403
3426,9990
3446,4185
3447,9872
3450,8846
3454,7675
1017,7670
3457,7286
5517,9961
3325,9708
3461,7861
3460,9901
3462,9733
3464,7991
3452,6240
3465,7743
702,9849
3425,9639
3467,5852
3469,8486
3470,9281
3471,7830
3473,5627
3474,9284
3475,8971
3477,8983
3448,9123
3479,7675
3478,9251
3481,9773
3483,6075
3482,7479
3484,8136
3485,7447
2121,9541
1327,9344
3468,8746
2671,7991
3489,7072
3491,6645
2960,5797
3492,8136
3098,5648
78,8620
3502,6076
3503,9796
3498,7387
3505,7414
1204,9842
3507,9590
3506,9613
1856,9049
3494,5379
3508,5420
3509,9708
3511,7776
3513,8935
3516,9621
3518,8005
3521,7355
3524,5118
3529,9241
3531,9744
3534,8924
3535,9379
3538,7658
3541,7926
3542,6848
3544,9485
3545,9723
3144,7675
3543,5980
3553,6952
3554,6559
3397,6541
3556,8648
3557,4142
3445,8888
3562,8409
3421,6961
1469,9457
3565,9730
3566,9327
3567,7991
3568,6866
3570,9431
3571,9516
3572,6252
3573,8547
3236,9887
3168,9590
2585,8233
3577,6670
3578,9379
3525,7507
3575,3934
3581,5853
3394,5531
3584,8685
3580,6822
3476,8378
3590,9751
3591,7669
795,9431
3592,5621
3582,7763
3520,9251
2791,8441
3597,9401
2041,9150
3598,8712
3596,8833
3600,8233
3594,9473
3602,9737
3604,8805
3605,5464
1744,9815
3609,7830
3612,9567
3613,8480
3614,9174
2619,7553
3523,7350
3616,5037
3618,8473
3619,8833
1735,9773
3622,8746
3593,7215
3623,9166
3624,8753
3625,8136
3627,8690
858,4268
3628,9878
3629,8320
3630,8944
2553,8916
3635,9314
3637,6645
3638,8970
3639,8476
3640,9421
1963,9503
3548,8299
2648,9769
3646,5464
3649,9376
3007,6397
3654,9796
3389,7777
3655,6833
3656,7143
3657,9273
3658,4734
3660,6751
3661,9107
3645,8335
3634,9918
3664,9106
3666,8169
3665,9990
3670,8686
3633,8269
3671,8821
3673,5999
3678,4934
2970,8352
3681,7681
3380,9325
3683,9306
3667,9506
3687,6469
3532,9292
3691,6100
3692,8017
1821,7833
3694,6903
3698,6213
3574,8136
3703,9001
1052,9985
3648,9164
3704,8136
3706,5649
3707,7486
3708,8460
3710,9564
3643,9049
3712,8002
138,6831
3715,9584
3339,5404
3717,8361
3718,6244
3721,6076
3723,8979
3722,8891
3725,9986
1578,8928
3696,9591
3729,8482
2021,8979
3730,7818
3731,9590
3720,7743
3686,9606
3734,5663
3564,8069
3740,9673
3695,8498
3742,9769
3540,9522
3744,6212
3745,6662
3716,8568
3211,4849
3746,9448
3751,4286
3748,9422
3757,5464
3760,8983
1265,8204
3761,7430
3753,9773
3762,7393
3747,5110
3724,9019
3764,8707
3766,9645
3767,9769
3765,8442
3770,9949
3735,5648
3771,8409
3773,9552
3774,7988
3407,8948
3778,7388
3782,6109
3685,7671
3783,9434
3785,9189
3222,7198
3791,9993
3790,6903
3792,8486
3793,5648
3796,9796
3797,4828
3798,9311
3794,7545
3801,5008
2062,9449
3804,5648
3805,4369
3806,7403
3811,5797
3814,6952
3815,9986
3820,6572
3819,7412
3823,1375
3816,7549
3824,6612
3828,7355
3829,7702
3677,7368
3834,8441
3825,5037
3838,9452
3839,6903
3840,9769
3841,9472
710,6343
3844,7456
3845,9857
3846,8327
3848,6823
3847,8206
3843,6119
3595,9547
2845,7795
3852,9376
3856,8283
3857,8604
2831,7350
3827,6442
3854,8918
3855,9520
4092,9820
3869,9952
3871,6848
3874,9014
3850,8228
3876,8335
3881,9552
3880,7143
